region,category,store_id,age_group,gender,income_band,units_sold,revenue,high_margin
Midlands,Accessories,Online,45-54,Female,Low,5,89.46622610936161,1
North West,Socks,Store_A,45-54,Female,Low,2,15.094884013154697,1
Wales,Accessories,Store_A,18-24,Male,Medium,9,138.08503084276484,1
South East,Tights,Store_A,45-54,Female,Medium,1,12.546030167975779,1
London,Legwear,Store_B,45-54,Male,High,1,11.200647881917135,1
Midlands,Tights,Store_A,45-54,Male,Low,2,26.565143660661327,1
South East,Socks,Online,35-44,Male,Medium,3,23.753658810275695,1
Scotland,Legwear,Online,18-24,Female,High,1,9.206648202656014,1
Midlands,Socks,Online,18-24,Male,Low,2,17.784385881097553,1
London,Accessories,Store_A,18-24,Male,Low,4,71.16345473281304,1
Scotland,Tights,Store_B,35-44,Female,Low,3,42.13957147072846,1
South East,Accessories,Store_B,25-34,Female,High,1,16.37995151266084,1
Wales,Socks,Store_A,55+,Female,High,1,7.335438913786436,1
North West,Tights,Online,55+,Female,Low,2,27.999478515821984,1
London,Legwear,Store_A,45-54,Male,Medium,1,10.000729183788874,1
Wales,Accessories,Store_A,35-44,Male,Low,1,15.215342333275178,1
Scotland,Socks,Store_B,45-54,Male,Low,2,16.890231301655856,1
South East,Legwear,Online,35-44,Female,Low,6,67.24587765433247,1
South East,Socks,Store_B,55+,Female,Medium,2,15.397501056969638,1
Midlands,Tights,Store_B,25-34,Female,Medium,3,34.67666055163304,1
North West,Tights,Online,35-44,Male,High,2,25.61053735183436,1
Wales,Socks,Online,25-34,Male,Low,1,8.957239857496091,1
North West,Accessories,Online,35-44,Female,Medium,4,58.21384050839495,1
Scotland,Accessories,Store_B,18-24,Female,Low,1,17.868011517884078,1
London,Socks,Online,35-44,Female,Medium,1,7.851880317787205,1
Wales,Socks,Online,25-34,Male,Low,1,8.51791438888039,1
London,Tights,Online,45-54,Male,Medium,2,27.770793497805567,1
South East,Accessories,Store_A,45-54,Male,Low,2,29.420940659714187,1
Midlands,Accessories,Store_A,35-44,Male,Medium,2,34.885234390788696,1
North West,Legwear,Store_A,45-54,Female,Low,5,57.157997148220915,1
London,Socks,Store_A,18-24,Male,Medium,1,8.951637366598051,1
Scotland,Accessories,Store_B,55+,Male,High,3,41.04102595737817,1
Scotland,Accessories,Online,25-34,Male,Low,1,17.927428430451645,1
Midlands,Accessories,Store_B,25-34,Female,Medium,2,34.2689743412516,1
Midlands,Tights,Online,18-24,Female,Low,2,22.167097732704597,1
London,Socks,Online,45-54,Female,Low,1,9.018220082015846,1
North West,Tights,Store_B,18-24,Female,Medium,1,10.922183387004313,1
London,Socks,Store_B,18-24,Male,Medium,2,16.8309962181371,1
North West,Accessories,Store_B,35-44,Male,Medium,2,35.021057522499085,1
London,Tights,Online,35-44,Male,Medium,2,22.73574323993321,1
Wales,Socks,Store_B,18-24,Female,Low,1,7.950909650749986,1
Scotland,Legwear,Online,45-54,Female,Medium,6,54.33734085579958,1
South East,Socks,Online,55+,Male,Medium,2,15.456975776069942,1
North West,Legwear,Store_A,55+,Male,Low,2,18.954630234915896,1
North West,Accessories,Online,25-34,Female,High,1,15.93463059393568,1
Midlands,Socks,Online,45-54,Female,High,2,15.25678886387721,1
London,Legwear,Store_B,45-54,Male,Medium,1,10.320851140919947,1
Wales,Tights,Store_B,25-34,Female,Medium,5,65.56634326235861,1
North West,Tights,Online,35-44,Other,Medium,1,13.641082879934304,1
London,Socks,Store_A,55+,Male,Low,3,26.18219221443946,1
South East,Legwear,Store_B,55+,Female,Low,1,11.474840123613568,1
Wales,Tights,Online,18-24,Male,High,4,48.550346885428596,1
Wales,Accessories,Store_A,55+,Male,Medium,1,14.758767603473633,1
Midlands,Accessories,Store_B,18-24,Other,Medium,4,70.43580123843635,1
Midlands,Socks,Store_A,35-44,Male,Medium,2,17.157042599882182,1
Midlands,Accessories,Online,55+,Female,High,1,13.794181067008367,1
South East,Socks,Online,55+,Female,Low,1,9.001777345948058,1
Scotland,Tights,Online,55+,Male,High,6,82.90046739691542,1
North West,Socks,Store_B,18-24,Male,Low,2,15.718158709606147,1
Midlands,Legwear,Store_A,18-24,Female,Medium,4,47.08258479544171,1
Wales,Legwear,Online,35-44,Female,Medium,1,11.94196911788958,1
London,Accessories,Online,35-44,Female,High,1,17.738379873412747,1
North West,Legwear,Store_A,35-44,Male,Low,3,33.29728797336435,1
London,Tights,Online,45-54,Female,Low,2,27.976465902634168,1
London,Tights,Online,45-54,Female,Medium,2,26.872844774663665,1
North West,Accessories,Store_A,45-54,Other,Medium,1,16.216071085258523,1
Wales,Accessories,Store_A,25-34,Female,Low,4,59.243641040792426,1
Wales,Tights,Store_B,35-44,Male,Low,3,41.96494169623506,1
Scotland,Accessories,Online,18-24,Female,High,1,17.35170494562067,1
North West,Legwear,Store_A,35-44,Female,Low,4,37.49891138715399,1
Wales,Legwear,Online,45-54,Male,Medium,1,10.875294565293371,1
Scotland,Accessories,Store_B,55+,Female,Low,3,44.91869087851182,1
Wales,Legwear,Online,35-44,Male,High,1,11.1531951638546,1
Wales,Accessories,Store_B,18-24,Male,Low,4,69.83291163710126,1
North West,Socks,Online,18-24,Female,Low,1,7.920047553220346,1
Scotland,Legwear,Online,45-54,Male,Medium,1,11.915198880071555,1
Wales,Socks,Online,18-24,Male,Low,2,18.97418124440264,1
Midlands,Accessories,Store_A,55+,Male,Medium,1,16.77648775654842,1
London,Accessories,Store_B,35-44,Male,High,2,29.10128556361902,1
Wales,Legwear,Store_A,18-24,Male,Low,3,29.679270414266824,1
Wales,Tights,Online,55+,Female,Low,6,85.04553484909921,1
North West,Socks,Store_A,45-54,Female,Medium,1,9.104501461600783,1
Scotland,Socks,Online,25-34,Male,Medium,3,28.771949437873527,1
Scotland,Tights,Online,55+,Female,Medium,5,62.888850731767285,1
South East,Accessories,Online,18-24,Male,Medium,1,17.117973860147284,1
Scotland,Accessories,Store_B,55+,Male,Medium,2,35.870290567933516,1
Scotland,Legwear,Store_A,18-24,Male,High,2,18.850815607088812,1
North West,Tights,Store_B,55+,Male,High,1,14.361252579981752,1
Wales,Socks,Online,45-54,Male,Medium,1,7.812634219190199,1
London,Tights,Online,18-24,Male,Medium,1,12.819319433172566,1
North West,Tights,Store_A,55+,Female,Medium,2,25.07702902424642,1
South East,Legwear,Store_A,35-44,Female,Low,1,9.962935817951175,1
London,Tights,Store_A,45-54,Female,Medium,6,75.81429132519371,1
London,Accessories,Online,35-44,Female,Low,2,29.58880260738584,1
South East,Legwear,Store_A,45-54,Female,Low,1,9.01896626862795,1
North West,Accessories,Online,18-24,Male,Low,1,14.955350095923148,1
London,Socks,Store_A,55+,Female,High,2,18.185953052701326,1
Wales,Accessories,Online,45-54,Other,High,1,15.25040154698655,1
North West,Legwear,Store_B,45-54,Male,Medium,4,45.35342546274991,1
Wales,Tights,Store_A,18-24,Female,High,1,14.374281938013828,1
North West,Socks,Online,18-24,Male,Low,2,15.49032839201611,1
Midlands,Legwear,Online,18-24,Female,Low,3,35.03584925776898,1
London,Tights,Store_B,45-54,Female,Medium,1,11.580700078065606,1
Midlands,Socks,Online,45-54,Female,High,2,18.61723875578051,1
Midlands,Legwear,Store_A,25-34,Male,High,4,44.578176894320876,1
Midlands,Socks,Store_B,25-34,Male,Medium,2,17.442588126271087,1
London,Legwear,Store_A,55+,Female,Medium,2,19.60193220738827,1
Scotland,Tights,Online,18-24,Female,Medium,2,27.45013925214919,1
South East,Legwear,Store_B,18-24,Female,Low,3,32.29467352179534,1
London,Accessories,Online,45-54,Male,Medium,2,29.49298452012649,1
Wales,Socks,Online,45-54,Female,High,1,8.941972537629999,1
South East,Socks,Store_B,35-44,Female,Low,1,8.649968329596868,1
Wales,Accessories,Online,35-44,Female,Low,2,31.139195432581825,1
Scotland,Tights,Store_A,25-34,Female,Low,2,23.956389367079574,1
North West,Tights,Online,55+,Male,Medium,3,34.912838271864196,1
Wales,Tights,Store_B,55+,Male,Low,4,51.23381887696841,1
North West,Tights,Store_B,55+,Female,Low,3,37.639203795149875,1
Midlands,Socks,Online,35-44,Male,Medium,1,8.052616774944685,1
Wales,Tights,Online,18-24,Female,High,2,22.556973541220543,1
Midlands,Legwear,Store_B,55+,Other,Medium,4,43.264260617769956,1
London,Legwear,Store_A,55+,Other,Low,1,9.562626870015013,1
London,Socks,Online,55+,Male,Low,2,16.18637327912886,1
North West,Accessories,Store_B,35-44,Female,Low,1,14.90731640472567,1
Midlands,Tights,Online,35-44,Male,Medium,2,25.595268887326043,1
South East,Accessories,Store_A,35-44,Female,Medium,1,14.942935864281143,1
Scotland,Accessories,Store_A,45-54,Female,Low,2,32.120685652949405,1
London,Legwear,Online,18-24,Male,Medium,5,50.53950518126139,1
Wales,Socks,Online,45-54,Female,High,3,25.780651691192606,1
South East,Tights,Online,55+,Female,Medium,1,14.36308442966852,1
Midlands,Accessories,Store_B,35-44,Female,High,4,56.141745191994254,1
North West,Socks,Store_A,18-24,Female,Medium,6,54.9192913349206,1
London,Accessories,Store_A,35-44,Male,Medium,1,13.558813978764933,1
London,Legwear,Store_B,45-54,Female,High,1,9.068701537675398,1
Scotland,Accessories,Online,45-54,Female,Medium,2,31.69891267350466,1
South East,Accessories,Store_A,35-44,Male,Low,4,66.18229038041501,1
South East,Legwear,Store_A,35-44,Male,Medium,2,23.609183245101256,1
Wales,Legwear,Online,35-44,Female,Low,1,10.022156298921017,1
Wales,Socks,Online,35-44,Male,Medium,2,15.401853586206064,1
Midlands,Legwear,Store_A,45-54,Female,Medium,1,11.683211167813205,1
South East,Tights,Store_B,35-44,Female,Low,7,87.63929902107397,1
London,Tights,Online,45-54,Male,High,1,12.925990443723204,1
North West,Accessories,Store_A,25-34,Male,Low,2,27.330802421657935,1
North West,Tights,Online,25-34,Female,Medium,3,40.16016223515844,1
Wales,Socks,Online,25-34,Female,Low,1,9.507110469563184,1
London,Tights,Online,25-34,Female,Medium,4,57.31106450013049,1
North West,Tights,Online,45-54,Male,Medium,4,56.30494817570499,1
South East,Socks,Online,18-24,Other,Medium,1,9.578324008269826,1
London,Socks,Store_A,35-44,Female,Low,2,17.325082046814373,1
London,Accessories,Online,35-44,Male,Low,2,33.15390271078034,1
Wales,Socks,Online,25-34,Male,Low,1,7.364746247340088,1
Wales,Legwear,Store_B,18-24,Male,High,3,32.07026801695166,1
South East,Accessories,Online,18-24,Female,Low,1,13.644439382182853,1
Midlands,Accessories,Online,55+,Male,Medium,2,35.09238767983655,1
North West,Tights,Online,35-44,Female,Medium,3,35.47284797273803,1
London,Tights,Store_B,45-54,Female,Low,3,40.19253963109792,1
South East,Accessories,Store_A,55+,Female,Medium,1,15.227684947748145,1
South East,Accessories,Store_B,25-34,Female,Medium,3,52.38243250155544,1
London,Socks,Online,25-34,Female,Medium,4,30.065796496863978,1
London,Socks,Store_A,45-54,Male,Low,2,18.765245929699788,1
London,Tights,Online,25-34,Male,High,1,13.145184833694564,1
London,Socks,Store_A,25-34,Male,High,3,25.219475149070234,1
North West,Socks,Store_A,45-54,Female,Medium,3,25.877283721827766,1
Midlands,Accessories,Online,45-54,Male,Low,3,52.220712791585235,1
North West,Tights,Store_B,45-54,Female,Medium,1,11.281685045405089,1
Wales,Accessories,Online,55+,Female,Low,1,15.936855217177365,1
Midlands,Legwear,Store_A,18-24,Male,Low,5,50.2809175434803,1
South East,Socks,Online,18-24,Other,Medium,3,26.482792504469487,1
Wales,Tights,Store_A,45-54,Female,Low,3,37.9745967547792,1
Wales,Socks,Online,35-44,Female,Low,2,16.25208100417937,1
North West,Legwear,Store_A,35-44,Female,Medium,1,10.77998310829431,1
Scotland,Legwear,Store_B,18-24,Male,Medium,2,18.192750889556837,1
North West,Tights,Store_A,55+,Female,Medium,5,64.18093153372843,1
Scotland,Legwear,Store_A,25-34,Male,Medium,1,10.025504758901914,1
South East,Socks,Online,25-34,Female,Medium,1,9.378319270935373,1
London,Accessories,Store_B,45-54,Female,Medium,4,54.42360686241286,1
London,Socks,Online,55+,Male,Low,6,51.2428434347668,1
Wales,Accessories,Store_A,45-54,Male,Low,3,45.742132904572415,1
Scotland,Socks,Store_B,25-34,Male,Low,1,7.895318206042362,1
Scotland,Socks,Store_A,25-34,Other,High,3,27.029470739507005,1
Midlands,Accessories,Online,35-44,Female,Low,1,15.978883496887391,1
South East,Accessories,Online,18-24,Male,Low,1,17.129036554629305,1
London,Legwear,Online,45-54,Female,Low,2,23.162701790258264,1
North West,Legwear,Online,55+,Male,Low,4,46.263381398915726,1
London,Legwear,Online,35-44,Female,Low,2,19.86286773867714,1
Scotland,Tights,Online,45-54,Female,Low,4,50.85140314443255,1
Wales,Legwear,Store_A,25-34,Male,Low,1,10.445138261633263,1
Wales,Legwear,Store_B,45-54,Female,Low,7,79.96702132746547,1
Midlands,Socks,Online,18-24,Male,Low,1,8.439537283441691,1
Midlands,Socks,Store_B,35-44,Male,Medium,3,25.77812769421395,1
London,Socks,Store_B,55+,Male,High,1,7.744771928661115,1
Wales,Legwear,Store_B,45-54,Male,Medium,2,23.003804457308043,1
North West,Tights,Store_A,35-44,Male,Medium,3,42.21119900978002,1
London,Legwear,Store_B,55+,Female,Low,2,20.990251188596105,1
Wales,Legwear,Store_B,55+,Male,Low,3,33.712053706765694,1
Midlands,Legwear,Online,55+,Male,Low,1,10.699521192563326,1
Midlands,Legwear,Store_A,55+,Male,Low,3,28.9523561207939,1
South East,Accessories,Online,35-44,Female,Low,3,52.48182069686018,1
North West,Legwear,Online,55+,Other,Medium,3,31.55084612013178,1
North West,Tights,Store_B,45-54,Female,Medium,2,28.251758444766978,1
South East,Legwear,Store_A,18-24,Other,Low,2,20.18525487752364,1
North West,Socks,Online,35-44,Male,Medium,4,33.79738215451641,1
London,Tights,Online,25-34,Female,High,4,55.101623581366866,1
Scotland,Accessories,Online,35-44,Male,Medium,4,58.261648222796936,1
London,Tights,Store_B,25-34,Female,Medium,3,33.71905801670688,1
Midlands,Legwear,Store_B,18-24,Female,Low,1,11.021915435178345,1
Scotland,Tights,Store_B,45-54,Female,Medium,5,59.28681038011599,1
Wales,Socks,Store_B,35-44,Male,Medium,4,32.73190341090011,1
Midlands,Legwear,Store_B,55+,Female,Low,1,11.572789592141362,1
South East,Tights,Store_A,18-24,Male,High,3,37.69804124799511,1
Wales,Accessories,Store_A,45-54,Other,Medium,1,14.671004801668088,1
North West,Accessories,Online,35-44,Male,Medium,5,83.83425632027893,1
Scotland,Legwear,Online,25-34,Male,Medium,1,10.86401792993362,1
South East,Accessories,Store_A,35-44,Female,Medium,2,31.903199635102858,1
South East,Tights,Store_A,55+,Male,High,1,13.275369038986689,1
Scotland,Legwear,Store_B,18-24,Male,Low,2,23.66941364853103,1
Midlands,Tights,Store_B,45-54,Male,High,4,56.72797581454748,1
Midlands,Accessories,Store_A,45-54,Female,Medium,4,62.74146587539835,1
Wales,Socks,Store_B,45-54,Male,Medium,1,8.982551704227085,1
Midlands,Socks,Online,35-44,Male,Low,2,14.774617484889285,1
South East,Tights,Online,18-24,Female,Low,2,27.208695614195086,1
North West,Tights,Store_A,25-34,Female,Low,2,26.286943118906844,1
South East,Socks,Store_B,18-24,Male,Medium,2,18.180696884310034,1
London,Legwear,Online,45-54,Male,High,3,33.335415678636856,1
South East,Accessories,Store_B,18-24,Male,Low,2,33.399575273118266,1
South East,Socks,Online,55+,Female,Medium,1,9.120580183336811,1
North West,Accessories,Online,55+,Female,Low,1,15.131022588062699,1
London,Legwear,Online,25-34,Female,Low,1,10.420280026249383,1
London,Tights,Store_A,18-24,Female,High,1,12.657295879059006,1
South East,Tights,Online,25-34,Female,High,2,26.01278579889068,1
Wales,Tights,Online,55+,Female,Low,1,14.04271359144784,1
Wales,Accessories,Store_A,35-44,Male,Medium,3,48.2378894300092,1
Scotland,Legwear,Online,45-54,Male,Medium,4,40.146441092348155,1
Scotland,Socks,Store_B,18-24,Female,Low,2,16.625167810745626,1
Scotland,Accessories,Online,18-24,Male,Medium,2,32.38740213150295,1
London,Socks,Online,18-24,Female,Low,1,8.179549948121922,1
Midlands,Socks,Store_A,55+,Male,High,3,26.187977641017007,1
Wales,Socks,Online,45-54,Female,Low,1,9.274439104945534,1
London,Tights,Online,18-24,Male,Low,1,11.731093804325138,1
Wales,Tights,Store_B,25-34,Female,High,2,25.104265026669097,1
Midlands,Accessories,Store_B,55+,Female,Medium,3,49.24020913594154,1
Scotland,Legwear,Online,55+,Female,Low,2,22.164373751862023,1
North West,Accessories,Store_A,35-44,Male,Low,1,14.52773266527088,1
North West,Legwear,Online,45-54,Female,Low,1,11.074333282245934,1
Wales,Socks,Store_A,35-44,Male,Medium,1,8.483985946790929,1
North West,Tights,Online,18-24,Female,Low,2,27.55165442767519,1
Midlands,Socks,Online,35-44,Male,Low,2,15.755986752936924,1
London,Socks,Online,55+,Female,High,1,7.386079819736897,1
Wales,Legwear,Online,18-24,Female,High,1,10.904800620931251,1
South East,Accessories,Store_A,18-24,Male,High,2,35.39785610044729,1
Wales,Tights,Store_A,25-34,Female,Medium,2,24.63558197040352,1
South East,Tights,Store_A,18-24,Female,Medium,2,28.792582143831197,1
North West,Socks,Online,25-34,Female,Low,2,16.53885050176521,1
North West,Accessories,Online,35-44,Female,Low,4,59.01485355650756,1
South East,Accessories,Online,55+,Female,Medium,1,13.968692354688805,1
Scotland,Socks,Store_B,55+,Female,Medium,2,18.827426792826426,1
Scotland,Legwear,Store_A,18-24,Female,Low,2,18.33703679341327,1
Wales,Legwear,Store_A,55+,Male,Medium,4,44.056957196065134,1
Midlands,Socks,Online,18-24,Female,Low,1,8.924901583354039,1
London,Legwear,Store_B,45-54,Female,Low,2,21.5639741269598,1
Midlands,Socks,Online,18-24,Male,Low,1,7.633140125532266,1
North West,Accessories,Store_A,35-44,Other,Low,4,67.35898848780228,1
South East,Socks,Online,35-44,Male,Medium,2,19.19278235905177,1
Wales,Legwear,Online,35-44,Female,Low,1,11.769551011661523,1
London,Legwear,Store_A,45-54,Male,Low,1,9.560251839764717,1
North West,Socks,Online,18-24,Male,Medium,2,17.63824533098491,1
Midlands,Accessories,Online,55+,Female,Low,2,35.910980223778644,1
South East,Legwear,Online,55+,Male,Low,4,44.842823077673785,1
Midlands,Tights,Online,25-34,Female,Low,1,12.222694799772222,1
Midlands,Tights,Store_B,25-34,Female,Medium,2,21.91134977985071,1
Midlands,Tights,Online,18-24,Male,Low,1,12.314459246783052,1
South East,Tights,Store_A,55+,Male,High,2,23.554379163577636,1
North West,Legwear,Online,45-54,Male,Medium,1,9.775849468676798,1
Wales,Socks,Store_A,55+,Female,High,6,43.65272769083348,1
South East,Socks,Store_B,25-34,Female,Low,1,9.224354939632905,1
Midlands,Accessories,Online,35-44,Male,Medium,1,15.804436308548102,1
Midlands,Legwear,Store_B,35-44,Male,High,2,19.16615081669657,1
London,Tights,Store_B,35-44,Male,High,2,26.594904976772924,1
South East,Socks,Store_B,55+,Male,High,1,8.913144473625618,1
South East,Tights,Online,35-44,Other,Medium,1,11.337656635763645,1
Wales,Legwear,Online,25-34,Female,Low,5,55.29643750898647,1
Scotland,Accessories,Store_A,18-24,Female,Medium,2,30.676394741219223,1
South East,Accessories,Store_B,55+,Female,Low,6,96.25277938454661,1
North West,Accessories,Online,25-34,Female,Medium,3,43.88943330351422,1
South East,Legwear,Online,18-24,Other,High,1,10.275448540573143,1
Scotland,Legwear,Store_B,18-24,Female,Medium,2,22.70548202424559,1
Wales,Accessories,Online,45-54,Female,Low,1,17.570431957174314,1
Wales,Tights,Online,45-54,Male,Low,3,42.920441111576146,1
Scotland,Socks,Store_B,25-34,Female,Medium,2,16.395303492847855,1
Wales,Legwear,Store_B,35-44,Male,High,1,10.223526934048747,1
South East,Legwear,Online,35-44,Female,Medium,1,9.727433483003953,1
London,Accessories,Store_B,35-44,Female,High,1,17.799696587102673,1
South East,Socks,Store_A,18-24,Male,Medium,4,30.845974738071472,1
Midlands,Accessories,Store_A,35-44,Female,Medium,1,17.059717415496568,1
London,Tights,Online,45-54,Female,High,2,23.212311439987708,1
Wales,Tights,Store_B,18-24,Female,High,2,22.379432374449497,1
